Ic[A] VbeV[v]
0.021	0
0.04	0
0.067	0
0.095	0
0.137	0
0.252	0
0.378	0.00257
0.394	0.00262
0.450	0.00295
0.506	0.00328
0.522	0.0034
0.565	0.00387
0.602	0.005
0.629	0.0068
0.633	0.00775
0.648	0.00973
0.652	0.01024
0.670	0.0135
0.683	0.0179
0.693	0.018
0.696	0.0213
0.705	0.024
0.711	0.0276
0.713	0.030
0.717	0.0323
0.721	0.0355
0.725	0.0382
0.728	0.0409
0.730	0.0423
0.732	0.044
0.734	0.0451
0.736	0.0464
